translation_status,final_url,title,url_language,translated_languages,missing_languages,hreflang_languages,status_code,error
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/nuori--tule-mukaan-vaikuttamaan,Nuori - tule mukaan vaikuttamaan! - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavavalittajat/sahkoisen-ystavavalityksen-ohje/kortit-ja-hallinta,Ystävävälityksen kortit ja hallinta - Punainen Risti,,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/nuortentoiminta/nuorten-yleiskokous,Nuorten yleiskokous - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavatoiminnan-koulutukset/ystavatoiminnan-peruskurssit/uusi-sivu,Vänkurs - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/maahantulovarautuminen,Maahantulovarautuminen - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/vapaaehtoisuuden-tuki/eettinen-vastuullinen-ilmastoystavallinen-ja-turvallinen-vapaaehtoistoiminta/lasten-kanssa-toimivien-vapaaehtoisten-rikostaustan-selvittaminen,Lasten kanssa toimivien vapaaehtoisten rikostaustan selvittäminen - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/nuortentoiminta/nuorten-toiminnan-tunnustukset/nuori-vapaaehtoinen-tunnustus,Nuori vapaaehtoinen -tunnustus - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/kotoutumisen-tuki/ystavatoiminta,Ystävätoiminta maahanmuuttaneen kanssa - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/valmius/psykososiaalinen-tuki/henkinen-kriisikestavyys,Henkinen kriisikestävyys ja yhteisöjen resielienssi - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/koulu--ja-oppilaitosyhteistyo/vapaaehtoistyo-osana-opintoja/lukiolaiset-laksyhelppi-ohjaajina,Lukiolaiset LäksyHelppi-ohjaajina - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/vapaaehtoiset-kertovat/leenan-tarina---ystavana-suomeen-muuttaneelle,Leenan tarina – ystävänä Suomeen muuttaneelle - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavatoiminnan-koulutukset,Ystävätoiminnan koulutukset - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/paihdetyon-yhteystiedot,Päihdetyön yhteystiedot - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavatoiminnan-koulutukset/ystavtoiminnan-taydennyskoulutukset,Ystävätoiminnan täydennys-koulutukset - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/humanitaarisen-oikeuden-kouluttajat,Humanitaarisen oikeuden kouluttajat - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/vapaaehtoiskouluttajat/suuri-koulutuspaiva,Suuri koulutuspäivä 7.2.2026 - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/varainhankinta/osaston-oma-varainhankinta,Osaston oma varainhankinta - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/koulu--ja-oppilaitosyhteistyo/oppimateriaalit/tt-koy-valmiita-materiaaleja-kouluvierailujen-tueksi-ap,Valmiita materiaaleja kouluvierailujen tueksi - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/varainhankinta/nalkapaiva/keraajien-rekrytointi-ja-perehdytys,Kerääjien rekrytointi ja perehdytys - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/max-lindholm,Max Lindholm - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/tuula-oksanen,Tuula Oksanen - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ruoka-apu/ruoka-apu-osana-auttamisvalmiutta,Ruoka-apu osana auttamisvalmiutta - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/turvapaikanhakijoiden-vastaanotto/vastaanottokeskusmateriaali,Vastaanottokeskusmateriaalit - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/aineistoja_paihdetyohon/ohjeet_ja_infovisojen_materiaalit,Ohjeet ja infovisojen materiaalit - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/moona-alaniemi,Moona Alaniemi - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/valmius/kotimaan-valmius/kotimaan-apu,Kotimaan apu - Punainen Risti,,,"fi, sv, en",,200,
error,https://vapaaehtoistieto.punainenristi.fi/vapaaehtoiseksi/ystavatoiminta//~/link/8af424fb33df43df9927d13aea5dbb94.aspx,,,,"fi, sv, en",,404,HTTP 404
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/osastojen-tuki/osaston-luottamus--ja-yhdyshenkiloiden-ilmoittaminen,Osaston luottamus- ja yhdyshenkilöiden ilmoittaminen - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/valmius/ensiapuryhmatoiminta/ensiapuryhmat/uutiset/ensiapupaivystajan-edellytykset,Ensiapupäivystäjän edellytykset - Punainen Risti,,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/vapaaehtoisuuden-tuki/eettinen-vastuullinen-ilmastoystavallinen-ja-turvallinen-vapaaehtoistoiminta/esteettomyys-ja-saavutettavuus-vapaaehtoistoiminnassa,Esteettömyys ja saavutettavuus vapaaehtoistoiminnassa - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/yhteistyoverkostot/valtakunnallinen-vastaanottotoiminnan-ja-kotoutumisen-tuen-jarjestoverkosto,Valtakunnallinen vastaanottotoiminnan ja kotoutumisen tuen järjestöverkosto - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/paivi-hurttia,Päivi Hurttia - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavatoiminnan-koulutukset/ystavtoiminnan-taydennyskoulutukset/ystavatoiminnan-mentorimalli,Ystävätoiminnan mentorimalli - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/kristiina-brisk-mosander,Kristiina Brisk-Mosander - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/turvapaikanhakijoiden-vastaanotto/vastaanottokeskusmateriaali/olemme-perustehtavamme-aarella,"""Olemme perustehtävämme äärellä"" -osaston johtajan tarina - Punainen Risti",,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/vapaaehtoiskouluttajat/kouluttajien-yhteiset-aineistot/osallistavat-menetelmat-koulutuksissa,Osallistavat menetelmät koulutuksissa - Punainen Risti,,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/vapaaehtoiset-kertovat/eeron-tarina---ohjaajana-laksykerhossa,Eeron tarina – ohjaajana läksykerhossa - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/humanitaarisen-oikeuden-kouluttajat/humanitaarisen-oikeuden-peruskurssi,Humanitaarisen oikeuden peruskurssi - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/paihdetyon_uutiset/uutiset-paihdetyo/voisitko-sina-kouluttaa-ensiapua-paihteita-kayttaville-ihmisille,Voisitko sinä kouluttaa ensiapua päihteitä käyttäville ihmisille? - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/paihdetyo-koulutuspolut/terveyden_edistamisen_toimintaryhmat,Terveyden edistämisen toimintaryhmät - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavatoiminnan-koulutukset/ystavtoiminnan-taydennyskoulutukset/kertaluenteinen-ystavatoiminta,Kertaluenteinen ystävätoiminta - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/koulu--ja-oppilaitosyhteistyo/oppimateriaalit,Oppimateriaalit - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavatoiminnan-koulutukset/ystavtoiminnan-taydennyskoulutukset/ulkoiluystavana,Ulkoiluystäväkoulutus - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/vapaaehtoiskouluttajat/kouluttajien-yhteiset-aineistot/yhteiset-mallit-ja-pohjat,Yhteiset mallit ja pohjat - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/turvapaikanhakijoiden-vastaanotto/vastaanottokeskusmateriaali/voimaa-syyrialaisista-ystavista--tarina,Voimaa syyrialaisista ystävistä -vapaaehtoisen tarina - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavatoiminnan-koulutukset/ystavtoiminnan-taydennyskoulutukset/luonto-osaksi-hyvinvointia,Luonto osaksi hyvinvointia - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/osastojen-tuki/osaston-toiminnan-nakyvyys-verenluovutustilaisuuksissa,Osaston toiminnan näkyvyys verenluovutus-tilaisuuksissa - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/aineistoja_paihdetyohon/valot-vintissa-peli,Valot vintissä -peli - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/vapaaehtoiskouluttajat/kouluttajien-yhteiset-aineistot/auttamisvamiuden-peruskurssin-kouluttajan-materiaali,Auttamisvalmiuden peruskurssi - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
error,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/koulu--ja-oppilaitosyhteistyo/oppimateriaalit/~/link/6e900235667143ed98cb9240fbfecde6.aspx,,,,"fi, sv, en",,404,HTTP 404
